,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율,부도여부
7855,0.12916986101802438,106.35,4.94,2.88,44.99,3.65,0.024137459672806196,0.0354416741355435,1.4478548463205,0.0
7856,0.07923499160814754,123.93,2.9,3.08,43.78,2.64,0.012471230418999078,0.025150687985065825,1.3909628791756723,0.0
7858,0.3882719655925828,104.37,11.25,3.42,50.52,8.54,0.031745251970658465,0.08000522079168343,1.030033064224124,0.0
7859,0.8644937454396142,98.56,2.65,3.62,56.37,9.44,0.008173987126817012,0.0958356771778274,1.1016430503997294,0.0
7860,0.9047186447301988,98.24,16.96,3.01,35.6,9.48,0.06258963155385146,0.09196823567676707,1.1445061918166468,0.0
7861,0.8853480139789257,106.29,17.24,2.1,22.79,11.16,0.07881793333792234,0.09612527408509383,1.1137390480544904,0.0
7862,0.6629228780559308,119.45,10.36,1.88,22.86,8.17,0.060746204339323165,0.0814003601673545,1.1081038213565857,0.0
7863,0.5579543278741816,118.98,9.4,1.84,17.06,6.88,0.055460468741601945,0.06455345809616088,1.1542767048043585,0.0
7864,0.7791738940233717,110.14,4.87,1.48,12.85,4.16,0.03600391927506637,0.044583626658829915,1.0220276163074309,0.0
7865,0.32976123743387725,100.3,-2.55,1.32,11.68,-1.62,-0.019256189271419203,-0.016721829184116552,0.9650904265764472,0.0
7866,0.7499622136133244,98.1,-2.17,1.22,12.23,1.55,-0.016628298388886943,0.0159402994200526,0.9105563034572712,0.0
7867,0.05543982799135001,103.61,-3.59,1.3,15.16,-2.39,-0.02431461514701121,-0.022873065314829768,0.921961775904989,0.0
7869,0.13721965707953904,77.13,3.23,0.99,20.28,1.86,0.02144152684625517,0.01871107719835971,0.6518507551212567,0.0
7870,0.0005753024208179702,89.96,4.14,0.91,20.11,2.36,0.025046665401929444,0.020658590011898497,0.6321872501732724,0.0
7871,0.1465287301182493,90.91,5.38,0.83,20.94,1.98,0.03723199143315509,0.019791304459832883,0.5707930688169778,0.0
7872,-0.06792249501100249,88.97,7.3,0.86,22.36,2.67,0.04711943476727657,0.0251667665230132,0.5898862040991537,0.0
7873,0.013166504856916679,90.32,1.18,1.14,26.36,1.81,0.008239600305909778,0.01994911343787336,0.7257324482770751,0.0
7874,0.07703773857572452,92.89,1.96,1.34,26.0,2.27,0.01200646428583151,0.023163534598025563,0.8053785039896603,0.0
7875,0.13298853151892848,91.11,5.64,1.34,23.53,4.26,0.033997240752006434,0.04181203456109655,0.8216999045049769,0.0
7876,0.15681033002630834,91.35,4.2,1.35,22.06,3.12,0.02633035308508094,0.03140359039673241,0.8395496745737892,0.0
7877,0.20719223448812432,92.57,6.99,1.31,23.55,5.75,0.044730426176004194,0.05722839382034711,0.8420689111709977,0.0
7878,-0.4120893774865257,84.68,6.33,1.21,47.99,6.06,0.024521359687647192,0.0467042832124912,0.6091005470549966,0.0
7880,0.01920321058869545,1220.37,-649.64,1.46,73.68,-15.39,-1.1309614560398051,-0.14076395526018784,0.2777091752483645,0.0
7881,-0.3684142693330784,241.1,-794.7,1.23,55.42,-15.17,-0.9960770613522328,-0.15662626510896574,0.14901776435553615,0.0
7882,-0.6118955984887563,162.7,-201.61,0.38,30.0,-11.93,-0.5989556358289776,-0.10060963790092377,0.13389132194150632,1.0
7884,0.23809744378197786,40.63,13.28,1.6,0.0,10.78,0.08921572317313636,0.09897565101746364,1.1672889604412842,0.0
7885,0.6122220294937905,43.13,17.48,1.64,0.0,13.8,0.12845089596493914,0.13180883834735782,1.2577964011432148,0.0
7886,0.4883829101276602,48.79,15.11,1.47,0.0,13.9,0.10637938091201198,0.1254756861984551,1.1464199040515344,0.0
7887,0.35316187861254444,46.6,9.02,1.49,0.0,11.25,0.06856519686167377,0.10984513793804622,1.15929339861626,0.0
7888,0.19231593434420874,48.82,5.72,1.28,0.0,4.22,0.048301343811322665,0.04367176455394624,1.0475564776237534,0.0
7889,-0.02345897099030643,39.1,-2.06,0.9,0.0,-2.37,-0.01683811795509596,-0.02216157467951711,0.7897717758066477,0.0
7890,0.3017460264090108,44.72,-2.91,0.78,1.47,-3.57,-0.025872386661569304,-0.035680347242946005,0.6909678327472831,0.0
7891,-0.759137824505755,38.28,-6.67,0.7,0.0,-4.7,-0.06282777492604866,-0.049664039868748164,0.6275732821963909,0.0
7892,1.8470827865719381,45.94,-9.28,0.61,0.0,2.24,-0.08648035022682524,0.02323472877243802,0.5508177503775465,0.0
7893,0.27582588581829554,35.97,2.94,0.54,0.0,0.1,0.026961389099490186,0.001056497248006891,0.4926877638256802,0.0
7895,0.0349795588433921,76.69,-4.11,1.28,13.5,-4.45,-0.028418530175784263,-0.04397313231485532,0.897704981049847,0.0
7896,-0.4505302900310483,94.32,-27.84,1.48,29.71,-5.9,-0.17920221820867088,-0.06145033909845896,0.9155928995371504,0.0
7897,-0.05425290070832478,108.76,2.31,1.88,25.94,-6.96,0.013470787630861002,-0.07821166145901003,0.97462878679746,0.0
7898,-0.12094192442247978,114.05,17.65,2.34,30.37,-1.78,0.08453181108652966,-0.016839814465970868,1.1844411902249308,0.0
7899,-0.030307813884870537,118.09,2.71,2.63,28.94,1.59,0.01183206106321613,0.014645749596410509,1.2467063712028508,0.0
7900,-0.06135651439178924,102.85,5.76,3.06,28.77,-0.46,0.02226595761739504,-0.004206072164148976,1.2862995769520118,0.0
7901,0.0685196496646412,96.89,13.93,2.79,24.12,1.85,0.060253846969857625,0.01862904916095995,1.1988346332816753,0.0
7902,-0.1314725134463343,103.48,-14.96,2.99,35.62,-1.15,-0.05406539050646583,-0.010608390427438958,1.1710292358271548,0.0
7903,0.09919147701241993,78.05,-18.81,3.68,41.39,-5.22,-0.06264811390991615,-0.05487100039294435,1.1646294661123648,0.0
7904,0.05660821419631516,113.15,3.64,3.26,36.42,0.6,0.012330252848846552,0.005969106721599356,1.1164195173652225,0.0
7906,0.8852165121765792,49.96,7.7,0.6,8.2,0.52,0.060766997694589674,0.004998645797922066,0.49537063627874606,0.0
7907,0.4726458143750314,61.5,7.44,0.6,9.84,3.16,0.057595251206804365,0.031171102778558057,0.4729009153057087,0.0
7908,0.25417219906927496,57.49,4.64,0.83,8.77,4.14,0.03592325127480347,0.04049565549575596,0.6574191423404371,0.0
7909,-0.023130405661398776,59.03,2.07,0.76,8.01,-2.01,0.016238323324086847,-0.019716281580089017,0.6083546022768332,0.0
7910,0.3160660901161179,57.25,7.8,1.3,8.36,5.16,0.05206492950818352,0.046863666518138836,0.9581917349225828,0.0
7911,0.6461853497521961,54.47,16.84,1.91,6.22,13.26,0.10570220497942764,0.12013745289584213,1.3205833503101587,0.0
7912,0.2769506772570114,45.82,19.86,2.34,5.23,16.87,0.13266207642602698,0.15781804223850895,1.6706338863265031,0.0
7913,0.5444071898830559,46.26,13.95,1.39,5.83,7.64,0.1054446459468212,0.07560666969631342,1.058525127801873,0.0
7914,0.3185514796046647,49.17,7.7,1.09,6.5,5.29,0.06033004650698653,0.05160336902710765,0.874383295124554,0.0
7915,0.030626116904517355,50.34,4.33,1.17,8.24,4.99,0.03291411612934099,0.04817290635120565,0.9237724958933128,0.0
7917,0.4152055461673983,89.86,27.81,3.57,20.27,8.3,0.0,0.07494794986899528,1.0416705234466324,0.0
7918,0.2845049041948703,95.36,21.05,3.01,31.6,2.97,0.06034725030490193,0.026763018976070918,0.9563401210475622,0.0
7919,-0.11634764705427572,123.05,4.54,1.88,36.68,-5.43,0.014780315556969724,-0.05079851971635788,0.6533862587517573,0.0
7920,0.06474490003785083,128.64,-1.99,2.1,41.61,-1.11,-0.005774869500624611,-0.0099089692139982,0.6815474539433272,0.0
7921,0.1400543960617655,106.22,23.41,3.14,34.29,7.26,0.07434554620586542,0.07435398538128098,0.9718003644569142,0.0
7922,0.22483481881766326,96.01,23.98,3.18,28.4,9.37,0.08462479633866442,0.08964562450430617,1.1721936622366762,0.0
7923,0.20079041889412572,106.47,3.41,2.46,30.52,2.98,0.013155478391801027,0.029324566068926618,0.9670584621005944,0.0
7924,-0.10159365932604768,124.91,-13.26,1.97,43.36,-2.33,-0.049557324825535085,-0.02353899480617093,0.7267968015511871,0.0
7925,0.0837437362993418,159.8,-13.49,1.86,48.88,-2.55,-0.046539649760764856,-0.02688575230487077,0.6099170370642979,0.0
7926,0.06709136273434348,117.67,1.36,1.58,41.38,2.49,0.004839572514744193,0.024850778649862702,0.5653338229495238,0.0
7928,0.03722420942766195,85.16,-49.85,3.52,33.75,-8.14,-0.1562837902065605,-0.08132694455289888,1.1044831772407802,0.0
7929,0.07943952906697227,88.75,-79.36,4.78,39.38,-8.8,-0.20949643155691205,-0.10063199146436748,1.1043776880944003,0.0
7930,0.0,57.01,-54.82,2.45,15.37,-13.36,0.0,-0.12921329954116076,0.6984191043997483,1.0
7934,0.3645112618556525,83.47,10.54,1.8,26.19,10.11,0.0,0.10064085712037693,0.9615408063389064,0.0
7935,0.25936971977141193,61.85,16.7,1.78,22.65,13.91,0.10093266652808472,0.1391050419804403,1.1946675006180678,0.0
7936,0.5869113473283257,66.27,21.53,1.81,17.3,18.27,0.11591339851843617,0.1568810006557715,1.1318426199723104,0.0
7937,0.5365392207032678,66.71,19.65,1.57,14.11,16.83,0.12379904371919764,0.15990228114468605,1.0439374766148624,0.0
7938,0.7305307596570172,62.23,20.14,1.41,15.84,18.64,0.1219710279216179,0.16778844431333045,0.9506989718644354,0.0
7939,0.6544864415737307,61.94,13.59,1.09,12.37,11.32,0.08939888844301737,0.10774769014779433,0.753603290623262,0.0
7940,0.7271922350707406,60.14,7.68,1.0,12.39,8.01,0.05481665945870546,0.07916699542864919,0.7203409538855721,0.0
7941,0.7546993830095453,55.35,11.24,1.01,11.56,10.32,0.07861201408906783,0.097887719196826,0.7453583272163191,0.0
7942,0.6712094476177395,61.71,13.11,0.98,12.09,10.3,0.09424693257023734,0.099409180220056,0.7286241086256947,0.0
7943,0.7574085715000781,61.07,11.17,1.01,9.06,11.67,0.08331365920666277,0.11578072655022388,0.7613255133293998,0.0
7945,0.1451525598039176,82.59,-22.94,0.81,3.11,-6.96,-0.1735556359334917,-0.06673789065639896,0.640916364886684,0.0
7946,-0.009690462986162955,80.35,-126.39,1.37,1.85,-4.27,-1.429463671061596,-0.06286840768759437,1.0556404526790262,0.0
7947,-0.20844525896424632,67.6,-36.88,1.0,1.75,-8.54,-0.2620250807982649,-0.08472070717073922,0.7160881741108684,0.0
7948,0.0991840630714212,80.97,-26.34,0.28,13.55,-11.18,-0.17328582642214066,-0.09745595755597547,0.2094453909752437,0.0
7949,-0.0001776069189987856,87.8,-197.63,0.53,16.61,-2.47,-2.336326223691747,-0.04216576885176376,0.3677265499284976,0.0
7951,-0.13272867998074672,100.51,-14.39,0.82,15.95,-5.89,-0.10646155084201003,-0.06260334244391852,0.5694190973904568,0.0
7952,0.733758081351528,90.66,3.6,0.78,12.85,3.74,0.025295897850243054,0.035225619630800016,0.5831355287729707,0.0
7953,0.10486966895871903,133.49,-0.56,0.66,27.76,1.98,-0.0032637022466978477,0.016911503322382216,0.4476029183703625,0.0
7954,0.2631290506479489,104.49,3.85,0.65,21.97,3.48,0.021777223937643028,0.03082386045735942,0.4136801350016092,0.0
7955,-0.15253829746654002,105.64,-12.69,0.51,34.76,-0.26,-0.07710236715302507,-0.002541022512390349,0.31789738240938986,0.0
7956,-0.04636265694861461,135.94,1.18,0.55,36.68,-0.46,0.003741561535783462,-0.004616630926231004,0.3249495772170878,0.0
7957,-0.08607603750761479,100.32,0.93,0.5,30.1,-1.51,0.006305505819190012,-0.016574421587723882,0.31224633734372315,0.0
7958,0.09331804263355614,107.9,2.51,0.52,21.58,1.18,0.01780537011507384,0.012081965722417924,0.3616752851910688,0.0
7959,0.10315210816414556,78.84,9.44,1.29,23.21,10.84,0.05207451502824087,0.08750879436956603,0.8801074100515144,0.0
7960,0.7534905761292248,76.07,16.05,1.18,20.21,12.89,0.10275774086314148,0.1232813534463346,0.7903567800659707,0.0
7962,-0.1132151541251734,219.46,-23.42,2.62,52.89,1.65,-0.06042438032248064,0.012130361923421335,0.9184554748490866,0.0
7963,-0.2832166191178785,141.9,0.96,3.04,63.42,6.19,0.002440790103672088,0.05660140077795715,0.8465715935228815,0.0
7964,0.04276370979302603,248.0,-37.41,2.72,67.44,1.64,-0.09861673694453936,0.017193710373046782,0.682174640342484,0.0
7965,0.09582521275336732,226.91,14.19,3.71,56.77,5.54,0.03260822183201696,0.05446835729721235,0.8672585719841873,0.0
7966,-0.032313090021227266,227.56,2.78,2.99,62.1,4.28,0.006957841845826584,0.04162962812405173,0.7679916988068171,0.0
7967,0.362026053049334,178.09,23.88,2.08,52.86,6.56,0.08922444705186493,0.07591349607256692,0.6702688396961196,0.0
7968,0.362223696128792,143.64,26.15,1.54,38.56,11.53,0.1204064846008234,0.11572484415722167,0.7076673925859324,0.0
7969,0.21047556580689356,137.5,22.96,1.13,32.98,8.69,0.11297146789209235,0.08054096598503158,0.5994746869420827,0.0
7970,0.06358630733827628,130.41,14.99,0.77,28.94,2.94,0.0831705685888479,0.0285017637459126,0.44164487036598016,0.0
7971,0.11807439931475272,129.02,10.84,0.64,27.94,1.82,0.06231243319100122,0.017527912469452754,0.3841568768221411,0.0
7973,-0.2693880040038053,33.63,6.31,2.56,0.0,3.12,0.044456512494644204,0.02955749414839973,1.899916040831641,0.0
7974,0.40371666226242586,42.28,2.53,2.42,0.56,1.31,0.01779552881477222,0.012771563077577671,1.741064482892995,0.0
7975,0.0374371244397733,49.1,-8.36,1.95,1.87,-4.83,-0.06949627398322619,-0.05343463190529928,1.4657149466486057,0.0
7976,-0.1259213409881102,53.35,4.1,2.17,4.06,0.38,0.03085019140370864,0.003600267351837139,1.7052303466873873,0.0
7977,0.2019917801274009,49.71,4.37,2.18,4.59,1.82,0.034423446017312544,0.018221453877881384,1.7150912705377637,0.0
7978,-0.13351633719143705,48.63,-3.22,2.04,8.95,-2.6,-0.024730512549083063,-0.02563171001648801,1.5862113274592522,0.0
7979,-0.14826889244694516,45.8,2.71,2.12,9.8,1.66,0.01982366306021965,0.01624159582410835,1.5834896930715359,0.0
7980,-0.06599038640975761,51.81,3.23,1.85,11.63,0.89,0.022927641354110687,0.008620701376641683,1.3561575795183116,0.0
7981,-0.08209394816234238,51.52,2.34,2.14,14.92,2.64,0.015338760489305945,0.02492837784254133,1.4778822360326291,0.0
7982,0.03528865380208855,45.3,3.03,2.71,15.21,6.37,0.01960929441562868,0.0625081154034717,1.7916675086841674,0.0
7984,-1.166025939392188,94.86,-32.08,0.1,16.46,-8.42,-0.212657585667318,-0.07234352199054561,0.07450568004352041,1.0
7986,-0.00291703540847187,33.81,5.55,2.24,24.21,5.97,0.03418555301977545,0.057997097644884435,1.421903275941925,0.0
7987,0.16355015858787014,32.41,-6.54,2.07,19.51,-0.18,-0.04259733396474565,-0.0017945149496761176,1.3252535413926925,0.0
7988,0.3449035949382129,33.81,5.46,1.98,14.57,7.32,0.03686675607960555,0.07337362578811492,1.3319654261120375,0.0
7989,0.0375943940542872,34.22,6.54,1.98,17.11,5.91,0.04073473022313495,0.05540362457661978,1.3167729922753868,0.0
7990,-0.18338756939042428,41.53,1.26,1.92,20.36,1.44,0.007529148521711697,0.013403877307975518,1.2253126447886895,0.0
7991,0.0007647533129766719,37.62,3.65,1.76,14.19,3.52,0.02339243561902281,0.03390705266566586,1.1731172911636705,0.0
7992,0.08749514954646921,36.33,-3.05,1.75,13.11,1.46,-0.02161150026726524,0.014844752958481937,1.2227602460582696,0.0
7993,0.3408694731842744,31.96,2.3,1.62,10.94,2.33,0.016435955545229215,0.023374451740594455,1.151858755396057,0.0
7994,0.2628200567799895,32.83,0.16,1.47,7.62,0.23,0.0011946575670486053,0.0022884925091570803,1.0680327789675879,0.0
7995,0.31601514862024105,32.16,-6.15,1.54,8.67,-4.33,-0.04478246264199999,-0.043722079745227176,1.1083840638538944,0.0
7997,0.3024300392883023,127.7,24.42,3.76,46.15,13.61,0.07347337416396643,0.12424898495138464,1.2385859245484752,0.0
7998,-0.0050542053484658395,214.28,-69.46,4.58,51.06,18.9,-0.1469262139043002,0.16457458606517714,1.1133815421136126,0.0
7999,0.36593907117467095,259.03,-56.28,4.41,57.45,6.51,-0.13703093310606462,0.08453396324007119,0.8267663419141599,0.0
8000,-0.14987157569124704,121.21,3.33,2.96,51.7,4.91,0.00877597657215982,0.049405138146221335,0.7762536919960467,0.0
8001,0.1116705747544056,136.37,-13.33,2.54,54.4,1.76,-0.04458198565473412,0.018601548038544927,0.8052020180825721,0.0
8002,-0.19808801722597005,164.83,14.55,3.44,55.67,6.14,0.034178375414673334,0.05230810139674414,0.9467572124411828,0.0
8003,0.2353314055487032,146.36,12.35,5.16,42.75,6.9,0.03282280804615908,0.06877778275907752,1.3761375001230105,0.0
8004,0.2231177745400333,107.08,25.08,4.49,40.08,8.8,0.08374547769819476,0.0908106203024766,1.45343019794245,0.0
8005,0.04452887904162247,79.78,13.1,3.2,39.56,7.26,0.050220067139656224,0.07238333404575423,1.2295916752469218,0.0
8006,0.11828056256265597,81.74,10.53,2.82,37.55,5.93,0.04416766594642959,0.05941589598204311,1.1818763430990211,0.0
8008,0.02470925979944036,62.01,8.48,2.49,1.41,3.89,0.05389541205852319,0.03654219669976566,1.6839349373148182,0.0
8009,0.3889673884630647,58.53,9.03,2.48,1.7,6.35,0.062004144337564265,0.06367915824155285,1.7015362809826249,0.0
8010,0.4678464399817331,58.25,22.37,2.07,5.16,9.02,0.13340344923899766,0.08082097624711887,1.3752160120519197,0.0
8011,0.3702495794476996,59.22,22.4,2.04,3.15,7.55,0.13705163286526464,0.06959484819540095,1.3543094015705919,0.0
8012,0.026160795377763536,66.81,12.88,1.85,18.44,1.72,0.075814170793575,0.01599104703721784,1.1716347770682742,0.0
8013,0.3625278240058484,69.2,6.23,1.88,15.0,0.17,0.03736038714694703,0.0016436733706321446,1.1370352929630332,0.0
8014,0.2983314797582565,66.23,10.21,1.75,11.19,1.17,0.06347803939525719,0.011523779967062291,1.1071938839418938,0.0
8015,0.03944018132959848,73.79,4.81,1.58,14.75,-0.14,0.027771934818614657,-0.0013100216628774489,0.9806973436614491,0.0
8016,0.17218752162248774,77.78,7.25,1.56,18.52,0.51,0.040952195915685614,0.004900418724768463,0.9075847298271016,0.0
8017,0.19424386548928035,85.18,4.93,1.4,18.82,-0.51,0.02917539667521933,-0.005095640853375162,0.8261811143720543,0.0
8019,0.08758120502606155,38.54,8.38,2.03,13.2,5.1,0.04755746728304232,0.04975660310277207,1.1828851601367452,0.0
8020,0.021240140176203976,41.84,6.88,2.26,16.26,4.52,0.04383268666170681,0.04646593023295795,1.4020428576752044,0.0
8021,0.07073709319318154,56.5,3.06,1.52,15.86,1.66,0.018885522748169226,0.015170082500413275,1.028074254119259,0.0
8022,0.08097673859280008,53.48,4.09,1.61,16.76,2.97,0.026431953803246117,0.028442784299145818,1.083247076056124,0.0
8023,0.4444965874929603,53.98,8.37,1.88,4.11,7.55,0.05785852410307747,0.07604350711881144,1.2940753832058427,0.0
8024,-0.11354291139582777,54.77,0.25,1.47,0.0,0.12,0.0019261416041761051,0.001205241250807001,1.080713607608133,0.0
8025,-0.2103536147382905,51.31,6.47,1.71,0.0,5.97,0.045090356325818634,0.056602760156384185,1.256091738792197,0.0
8026,0.3449549911912584,54.16,7.68,1.98,0.0,6.63,0.054296826459410516,0.06496633469470015,1.4287229846033205,0.0
8027,0.19139918331739011,42.43,5.1,2.12,0.0,4.73,0.03575799655691598,0.04580569956322223,1.5340981991461429,0.0
8028,-0.35438057395373684,41.68,5.17,3.12,5.97,4.67,0.02622697304463657,0.039571623560118084,1.8666783025395493,0.0
8030,-0.13196179565968394,82.36,-4.44,0.53,29.63,-1.65,-0.026671716730034347,-0.013408857540773316,0.3935283118776885,0.0
8031,-0.0819264621424276,154.83,-29.15,0.19,38.34,-6.21,-0.191779164583327,-0.06438855903549087,0.12021271906796333,0.0
8032,-0.09207256494639383,196.69,-103.49,0.1,42.65,-5.06,-0.7209083648646722,-0.06699936915363702,0.05275597430168244,0.0
8033,-0.3432474940540912,182.56,-28.04,0.5,44.18,-5.47,-0.10673583301502026,-0.05104040706025942,0.2028776340648586,0.0
8034,0.05123972811354919,235.01,21.63,2.53,44.3,-1.46,0.08198710629031086,-0.015257404739959759,0.9192194756997338,0.0
8035,-0.09768219429681184,494.84,-126.54,1.77,66.32,1.5,-0.4429707966198461,0.01913975876032585,0.4848636531777042,1.0
8037,0.046387468122501496,81.55,5.13,0.85,0.0,1.24,0.02976317406801008,0.011177321536843822,0.5462064894244012,0.0
8038,0.0009311363871112859,45.98,15.8,1.15,0.0,2.68,0.10269203431063506,0.026033533196322685,0.7676677904237791,0.0
8039,5.225822860726008,53.74,16.1,1.34,0.0,9.01,0.14308615163260258,0.09580100113763997,1.1157561806468983,0.0
8040,1.4492828798640611,48.81,13.74,0.96,0.0,13.09,0.1189087949251932,0.12105779106076213,0.9027294109619676,0.0
8041,-0.8055324175043025,35.39,4.96,0.47,0.0,3.18,0.03926572894517597,0.027323431141706832,0.4304894773223285,0.0
8042,2.498146241496192,36.66,5.81,0.57,0.0,6.58,0.05399513712261445,0.06584737639171516,0.5303604252331978,0.0
8043,0.7221145044210225,33.6,8.76,0.75,0.0,8.67,0.0788096881430196,0.08287307124563921,0.7051173109990633,0.0
8044,1.3409812872381213,49.24,20.78,1.56,0.0,21.38,0.16096242156380133,0.18743566543164575,1.3770299634290049,0.0
8045,1.3490718042582246,46.54,21.66,1.54,0.0,18.82,0.16637068438218494,0.17304273815658086,1.282814543028136,0.0
8046,0.4660357149759475,42.41,16.52,1.51,0.0,15.7,0.13275686183734595,0.15057134612015494,1.2647842936262956,0.0
8048,0.8640903181179194,100.73,0.48,1.24,28.92,2.93,0.002708805532085896,0.030300243548023343,0.6761875544152346,0.0
8049,0.5502601680399052,97.37,-6.76,1.27,42.66,-0.78,-0.03156684427078992,-0.007239469825663076,0.6415814013438387,0.0
8050,0.10838381733267363,109.04,-13.6,1.35,41.32,-3.48,-0.06077023803819305,-0.03470871870174076,0.603396291829821,0.0
8051,0.28038589213686843,117.53,-4.44,1.55,39.66,0.43,-0.01963397738511447,0.004389705412391799,0.6779044929256296,0.0
