,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율
12938,1.1782325248047503,-0.36993585877967217,-1.0363901018922852,-0.48466257668711654,-0.619404226992844,-0.1629353233830846,-1.3748849508269607,-0.13177269142935655,-0.410609633316621
11253,-0.3152796219566955,1.9419987939257717,-0.2889374090247453,-0.6993865030674846,0.9019803627891496,-0.3805970149253732,-0.2863359887450245,-0.3861126906885105,-1.0618417340316226
2464,-0.2169504341865043,0.7427224384628038,-0.0363901018922853,-0.13496932515337423,1.0986853053752703,-0.17910447761194032,-0.14071646374937985,-0.17374228054785157,-0.5635368738536719
13963,0.300136761791241,-0.30042212597993545,-0.22052401746724895,-0.049079754601226905,-0.2276585122316525,-0.026119402985074626,-0.1512741123097098,-0.0313383123569873,0.38275020662475506
8094,2.714040435915221,-1.111123293679075,0.02256186317321686,-0.5705521472392638,-0.619404226992844,-0.050995024875621915,0.27907714473175976,-0.03442749190339344,-0.543759518557359
11382,0.8043289566203512,-0.17762184090784486,0.9556040756914123,0.012269938650306761,0.22898984856049254,1.2238805970149256,0.9164673463416555,1.3021472901727351,-0.0018813418137797648
11453,0.5594468465053621,-1.1595855490378817,2.39665211062591,0.07975460122699395,-0.619404226992844,3.4191542288557217,2.6141086689155846,3.3267511656129467,0.3771894122791633
7842,1.5214192992972884,-0.29559782906638904,0.1863173216885007,-0.44785276073619634,-0.619404226992844,0.33084577114427866,0.5040323125906729,0.34828102463379745,-0.27127436116914855
15096,0.021742173225087317,-0.43835316046269407,-0.9708879184861718,1.717791411042945,0.2666000998502247,0.20771144278606968,-0.7604741982987483,0.1885719747223357,1.5430290134867755
13137,1.6407479497884716,-0.9335014527712299,0.28966521106259097,-0.6134969325153374,-0.49226160758861703,0.6019900497512439,0.6435695291443112,0.6314293855611369,-0.6656581861443925
417,-0.06830777480802576,-0.105038100981306,0.37918486171761284,-0.07975460122699381,-0.3528041271426194,0.513681592039801,0.44588643264954986,0.43701522371002033,0.14986629477508692
12651,-0.24141239623139324,2.66103832026753,-5.926491994177585,6.34355828220859,1.254784489931769,-1.1828358208955225,-1.723098770687235,-1.2665751559291887,1.2462326728780617
12780,-1.1690516083719398,-0.9383257496847762,0.5378457059679768,-0.3926380368098159,0.18405724746214014,0.7587064676616917,0.5074235291305601,0.6514684653586168,-0.4850101381484964
3696,-0.9701395736786431,0.319280741187435,-0.24526928675400295,-0.6012269938650308,-0.5671492760858712,0.22263681592039805,-0.15442676063783614,0.2484368078111679,-0.6493605284958713
15825,0.16742634823118308,-0.09363521736746881,0.5807860262008734,0.27607361963190186,-0.15044100515892825,0.6007462686567164,0.4431366770053573,0.481239841094712,0.4142323865613131
693,-0.17331921116584975,0.9444657639383806,-0.584425036390102,-0.31288343558282206,0.21334664669662173,-0.5696517412935324,-0.5591481213559003,-0.5857797588703577,-0.44458794336632923
5576,-0.2070000947819106,1.3828189244010745,-0.34279475982532753,-0.45398773006134974,0.32185055749708774,-0.25497512437810943,-0.32212106094720716,-0.2492628038747392,-0.6891351204745454
13753,1.0797248432153714,-0.6960144728907408,1.3981077147016014,0.46625766871165664,0.06856382093526384,1.605721393034826,1.319921709030573,1.495032629329618,0.8227659692223076
2146,1.2208917018585912,0.27651992763554634,0.03857350800582244,-0.4723926380368098,-0.619404226992844,-0.0062189054726367946,0.1568755355113317,-0.07556665463869057,-0.3763367745366845
5279,1.0618105418742734,-0.8337262211501565,2.7358078602620095,0.16564417177914112,-0.09818605425195537,3.4639303482587067,2.471699635905746,3.3625511214189645,0.25419482884860106
15613,0.43727796545180697,-0.4918589989583905,0.07787481804949056,0.4171779141104296,-0.1604260276252288,-0.15796019900497515,0.10789115364269675,-0.15865346671802877,0.7380985743207457
9069,1.148073056103327,-0.47080752151746075,0.9541484716157206,1.2331288343558284,-0.5142286570144782,1.5708955223880599,0.8692842306552961,1.568533685732044,1.7636117773193722
3771,-0.10365021469422898,0.20152403925223397,-0.15211062590975255,0.5153374233128833,-0.0029955067398901598,0.10199004975124383,-0.12067961406601745,0.11038998826474303,0.9301597606954561
7097,-0.23313563175888985,-0.3686201414396142,0.08005822416302764,0.6503067484662577,-0.10151439507405555,0.20646766169154232,0.12720594120795295,0.19062324869138356,1.1083099455720078
5007,-0.4227100443412866,-0.8852584836357656,0.39010189228529846,0.23926380368098168,0.057580296222333176,0.5970149253731344,0.2606853271964996,0.5810154562605881,0.14588158808074755
4983,-0.48834524085307335,-1.597938709500576,0.5443959243085881,-0.12269938650306747,-0.34481610916957894,0.8731343283582091,0.6893384839695093,1.0090689927124459,-0.05765352653591234
13680,0.7243820301185478,-0.8350419384902145,0.8682678311499273,-0.36809815950920244,-0.5951073389915127,1.4962686567164183,1.2758158781514373,1.4853672769316117,-0.22184907049437652
18344,1.414169013803549,0.8089468779123953,2.737991266375546,0.5828220858895707,-0.619404226992844,3.221393034825871,2.276518579097948,2.8714249628403046,0.868218552322543
2783,-0.013074808804404533,0.40809166164135746,0.8602620087336246,1.45398773006135,1.1422865701447829,0.31840796019900497,0.41703506417830094,0.3795377677138429,0.8324069367953673
7147,-0.1935496503081919,0.3971273504742065,-1.00509461426492,-0.03680981595092028,0.0033283408221002303,-1.060945273631841,-1.0216321065012526,-1.1029165235583085,0.06305264340104208
14291,-0.3090965125349044,-0.5699248944685051,-0.978165938864629,-0.27607361963190186,0.3877517057746714,-0.5161691542288558,-1.0618551497636355,-0.5309432818151402,-0.34505072604548204
16995,-0.4077958818330951,0.06819801545967874,-0.2081513828238719,0.8404907975460124,0.9708770178066234,-0.17661691542288557,-0.25211074827705215,-0.18883306959432408,0.4064034901677009
16164,2.315766138331142,-1.2233978400307002,1.1579330422125182,-0.36809815950920244,-0.619404226992844,1.835820895522388,1.7200280644674726,1.6808665784966739,-0.10820053897039264
14420,0.12723391202479487,0.4938325749684776,0.3362445414847162,0.4294478527607363,0.2895656515227159,0.2213930348258707,0.030895769969193413,0.10488648624370144,0.04475508168130558
19730,-0.1188128753393164,-0.4063373718546133,-3.7671033478893743,1.2638036809815951,1.349309369279414,-2.2947761194029854,-2.8631703298369033,-2.7988202158174524,0.6825659156879529
10365,-3.158047154368585,-1.2459843210350312,-4.2234352256186325,-0.656441717791411,-0.2755866200698951,-2.711442786069652,-2.9730103286540652,-2.1812471417873343,-0.9569479753898795
7475,0.10029531829515735,0.43374814977249065,-0.25400291120815144,0.3803680981595093,0.5957730071559327,-0.15671641791044774,-0.24832235903413621,-0.15126151728564732,0.3538444132225905
11317,-1.3327837892578687,1.7253440052628695,-9.139010189228532,-0.7484662576687117,0.6956232318189381,-6.164179104477613,-11.266044756814887,-7.2309310520289,-1.0559938445836308
13588,-0.35981271787467944,0.49405186119182076,-0.06040756914119361,-0.48466257668711654,0.4846064236977867,0.20398009950248755,-0.08987173541123486,0.22374288531115155,-0.769955063001282
12398,-3.69716702039902,-0.32520146921769644,-4.577874818049491,-0.3619631901840491,-0.33716092527874847,-4.440298507462686,-4.285955861383373,-4.58377278390411,-0.528941034793377
3368,-0.8569569975679839,0.3554629680390329,-0.31804949053857356,-0.31288343558282206,0.6536861374604759,-0.3818407960199005,-0.3136723031601359,-0.39219360315388513,-0.6306171578852938
2975,0.9097460599073425,-0.6874623101803631,1.3129548762736536,0.19631901840490804,-0.3211848893326676,2.0074626865671643,1.4003504244353018,2.112201690322982,0.40980008918956373
9122,-0.41061758183903535,1.8444164245381287,-1.064774381368268,-0.012269938650306761,1.0437676818106174,-0.40174129353233834,-0.9417267873748908,-0.3774567364814339,-0.43468035009249284
809,0.9547647202430649,-0.4017323611644099,0.6120815138282388,-0.20245398773006126,-0.43634548177733395,0.8159203980099503,0.9966896174102567,0.8416597277497506,0.14548588893158912
